EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Rm203,34.0,26-35,No,Travel_Frequently,878.0,Research & Development,10.0,4.0,Medical,277.0,4.0,Male,43.0,3.0,1.0,Research Scientist,3.0,Divorced,3815.0,Upto 5K,5972.0,1.0,Y,Yes,0.0,3.0,4.0,80.0,1.0,5.0,4.0,4.0,5.0,3.0,2.0,0.0
Rm959,34.0,26-35,No,Travel_Rarely,943.0,Research & Development,9.0,3.0,Life Sciences,1344.0,4.0,Male,86.0,3.0,3.0,Unknown,4.0,Divorced,8500.0,5K-10K,5494.0,0.0,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,0.0,2.0,9.0,7.0,1.0,6.0
Rm476,26.0,26-35,No,Travel_Rarely,703.0,Sales,28.0,2.0,Marketing,641.0,1.0,Unknown,66.0,3.0,2.0,Sales Executive,2.0,Unknown,6272.0,5K-10K,7428.0,1.0,Y,No,20.0,4.0,4.0,80.0,2.0,6.0,5.0,4.0,5.0,3.0,1.0,4.0
Rm814,39.0,36-45,Yes,Unknown,203.0,Research & Development,0.0,3.0,Unknown,1127.0,1.0,Male,84.0,3.0,4.0,Healthcare Representative,4.0,Divorced,12169.0,10K-15K,13547.0,7.0,Y,No,11.0,3.0,4.0,80.0,3.0,21.0,4.0,3.0,18.0,7.0,11.0,5.0
Rm1233,35.0,26-35,No,Travel_Rarely,1370.0,Research & Development,27.0,4.0,Life Sciences,1728.0,4.0,Male,49.0,3.0,2.0,Manufacturing Director,3.0,Married,6883.0,5K-10K,5151.0,2.0,Y,No,16.0,3.0,2.0,80.0,1.0,17.0,3.0,3.0,7.0,7.0,0.0,7.0
Rm736,48.0,46-55,No,Travel_Rarely,277.0,Research & Development,6.0,3.0,Life Sciences,1022.0,1.0,Male,97.0,2.0,2.0,Healthcare Representative,3.0,Single,4240.0,Upto 5K,13119.0,2.0,Y,No,13.0,3.0,4.0,80.0,0.0,19.0,0.0,3.0,2.0,2.0,2.0,2.0
Rm1417,38.0,36-45,No,Travel_Rarely,1321.0,Sales,1.0,4.0,Life Sciences,1995.0,4.0,Male,86.0,3.0,2.0,Unknown,2.0,Married,4440.0,Upto 5K,7636.0,0.0,Y,No,15.0,3.0,1.0,80.0,2.0,16.0,0.0,3.0,15.0,13.0,5.0,8.0
Rm718,27.0,26-35,No,Travel_Rarely,0.0,Research & Development,16.0,4.0,Technical Degree,1001.0,3.0,Female,37.0,3.0,0.0,Laboratory Technician,2.0,Married,2811.0,Upto 5K,12086.0,0.0,Y,No,14.0,0.0,2.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0
Rm035,24.0,18-25,Yes,Travel_Rarely,813.0,Research & Development,1.0,3.0,Medical,45.0,2.0,Male,61.0,3.0,1.0,Research Scientist,4.0,Married,2293.0,Upto 5K,3020.0,2.0,Y,Yes,16.0,3.0,1.0,80.0,1.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0
Rm749,35.0,26-35,Yes,Non-Travel,265.0,Sales,29.0,2.0,Medical,1037.0,2.0,Male,79.0,1.0,2.0,Sales Executive,1.0,Single,4969.0,Upto 5K,21813.0,8.0,Y,No,18.0,3.0,4.0,80.0,0.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0
Rm1040,34.0,26-35,Yes,Travel_Rarely,1107.0,Human Resources,9.0,4.0,Technical Degree,1467.0,1.0,Female,52.0,3.0,1.0,Human Resources,3.0,Married,2742.0,Upto 5K,3072.0,1.0,Y,No,15.0,3.0,4.0,80.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0
Rm1015,31.0,26-35,No,Travel_Rarely,182.0,Research & Development,8.0,5.0,Life Sciences,1430.0,1.0,Female,93.0,3.0,4.0,Research Director,2.0,Single,0.0,15K+,8847.0,3.0,Y,No,11.0,3.0,3.0,80.0,0.0,9.0,3.0,4.0,3.0,2.0,1.0,0.0
Rm1467,39.0,36-45,No,Travel_Rarely,613.0,Research & Development,6.0,1.0,Unknown,2062.0,4.0,Male,42.0,2.0,3.0,Healthcare Representative,1.0,Married,9991.0,5K-10K,21457.0,4.0,Y,No,15.0,3.0,1.0,80.0,1.0,9.0,5.0,3.0,7.0,7.0,0.0,0.0
Rm1428,40.0,36-45,No,Travel_Rarely,543.0,Research & Development,1.0,4.0,Life Sciences,2012.0,1.0,Male,83.0,3.0,1.0,Laboratory Technician,3.0,Married,2406.0,Upto 5K,4060.0,8.0,Y,No,0.0,3.0,3.0,80.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0
Rm346,23.0,18-25,No,Travel_Rarely,1309.0,Research & Development,26.0,1.0,Life Sciences,465.0,3.0,Male,83.0,3.0,1.0,Research Scientist,4.0,Divorced,2904.0,Upto 5K,16092.0,1.0,Y,No,12.0,3.0,3.0,80.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0
Rm503,53.0,46-55,No,Travel_Rarely,0.0,Sales,1.0,1.0,Medical,682.0,4.0,Female,34.0,3.0,2.0,Sales Executive,1.0,Single,8381.0,5K-10K,7507.0,7.0,Y,No,20.0,4.0,4.0,80.0,0.0,0.0,2.0,4.0,14.0,7.0,8.0,10.0
Rm1016,34.0,26-35,No,Travel_Frequently,560.0,Research & Development,1.0,4.0,Other,1431.0,4.0,Male,91.0,3.0,1.0,Research Scientist,1.0,Divorced,2996.0,Upto 5K,20284.0,5.0,Y,No,14.0,3.0,3.0,80.0,2.0,0.0,2.0,3.0,4.0,3.0,1.0,3.0
Rm715,35.0,46-55,No,Travel_Rarely,1126.0,Research & Development,1.0,2.0,Medical,997.0,4.0,Male,66.0,3.0,4.0,Research Director,4.0,Divorced,17399.0,15K+,0.0,9.0,Y,No,22.0,4.0,3.0,80.0,1.0,32.0,1.0,2.0,5.0,4.0,1.0,3.0
Rm085,34.0,26-35,No,Travel_Rarely,1153.0,Research & Development,1.0,2.0,Medical,110.0,1.0,Male,94.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,Upto 5K,17736.0,1.0,Y,No,15.0,3.0,3.0,80.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0
Rm835,34.0,26-35,No,Travel_Rarely,1400.0,Sales,9.0,1.0,Life Sciences,1163.0,2.0,Female,70.0,3.0,2.0,Sales Executive,3.0,Married,5714.0,5K-10K,5829.0,1.0,Y,No,20.0,4.0,1.0,80.0,0.0,6.0,3.0,2.0,6.0,5.0,1.0,3.0
Rm664,21.0,18-25,Yes,Travel_Rarely,1427.0,Research & Development,18.0,3.0,Unknown,923.0,4.0,Female,65.0,3.0,1.0,Research Scientist,4.0,Single,2693.0,Upto 5K,8870.0,1.0,Y,No,19.0,3.0,1.0,80.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0
Rm455,29.0,26-35,No,Travel_Rarely,0.0,Research & Development,19.0,3.0,Technical Degree,923.0,4.0,Male,34.0,3.0,2.0,Manufacturing Director,4.0,Divorced,4262.0,Upto 5K,22645.0,4.0,Y,No,0.0,3.0,2.0,80.0,2.0,8.0,2.0,4.0,3.0,2.0,1.0,2.0
Rm692,40.0,36-45,No,Unknown,1469.0,Research & Development,9.0,4.0,Medical,964.0,4.0,Male,35.0,3.0,1.0,Research Scientist,2.0,Divorced,3617.0,Upto 5K,25063.0,8.0,Y,Yes,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0
Rm1096,35.0,26-35,No,Travel_Rarely,589.0,Unknown,28.0,4.0,Life Sciences,1549.0,2.0,Male,0.0,3.0,2.0,Laboratory Technician,3.0,Married,5207.0,5K-10K,22949.0,1.0,Y,Yes,12.0,3.0,2.0,80.0,1.0,15.0,3.0,3.0,15.0,14.0,5.0,7.0
Rm003,37.0,36-45,Yes,Travel_Rarely,1373.0,Research & Development,2.0,2.0,Other,4.0,4.0,Male,92.0,2.0,1.0,Laboratory Technician,3.0,Single,2090.0,Upto 5K,2396.0,6.0,Y,Yes,15.0,3.0,2.0,80.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0
Rm607,34.0,26-35,No,Travel_Frequently,702.0,Research & Development,0.0,4.0,Life Sciences,838.0,3.0,Female,100.0,3.0,1.0,Research Scientist,4.0,Unknown,2553.0,Upto 5K,8306.0,1.0,Y,No,16.0,3.0,3.0,80.0,0.0,6.0,0.0,3.0,5.0,0.0,1.0,0.0
Rm731,30.0,26-35,No,Travel_Rarely,0.0,Research & Development,8.0,2.0,Life Sciences,1015.0,2.0,Female,73.0,4.0,3.0,Research Director,1.0,Married,11416.0,10K-15K,17802.0,0.0,Y,Unknown,12.0,3.0,3.0,80.0,3.0,9.0,4.0,2.0,8.0,7.0,1.0,7.0
Rm1369,34.0,26-35,No,Travel_Frequently,735.0,Unknown,22.0,4.0,Other,1932.0,3.0,Male,86.0,2.0,2.0,Research Scientist,4.0,Unknown,5747.0,5K-10K,26496.0,1.0,Y,Yes,15.0,3.0,2.0,80.0,0.0,16.0,3.0,3.0,15.0,10.0,6.0,11.0
Rm734,26.0,26-35,No,Travel_Rarely,1066.0,Research & Development,2.0,2.0,Medical,1018.0,4.0,Male,32.0,4.0,2.0,Manufacturing Director,4.0,Married,5472.0,5K-10K,3334.0,1.0,Y,No,12.0,3.0,2.0,0.0,0.0,8.0,2.0,3.0,8.0,7.0,1.0,3.0
Rm229,35.0,26-35,No,Travel_Frequently,944.0,Sales,0.0,3.0,Marketing,314.0,3.0,Female,92.0,3.0,3.0,Sales Executive,3.0,Single,8789.0,5K-10K,9096.0,1.0,Y,No,14.0,3.0,1.0,80.0,0.0,10.0,3.0,4.0,10.0,7.0,0.0,8.0
Rm836,35.0,26-35,No,Travel_Rarely,528.0,Human Resources,8.0,4.0,Technical Degree,1164.0,3.0,Male,100.0,3.0,1.0,Human Resources,3.0,Single,4323.0,Upto 5K,7108.0,1.0,Y,No,17.0,3.0,2.0,80.0,0.0,0.0,2.0,1.0,5.0,4.0,1.0,4.0
Rm919,51.0,46-55,No,Travel_Frequently,237.0,Sales,9.0,3.0,Life Sciences,1164.0,4.0,Male,0.0,3.0,5.0,Manager,2.0,Divorced,19847.0,15K+,19196.0,4.0,Y,Unknown,24.0,4.0,1.0,80.0,1.0,31.0,5.0,2.0,29.0,10.0,11.0,10.0
Rm445,48.0,46-55,No,Travel_Rarely,163.0,Sales,2.0,5.0,Marketing,595.0,2.0,Female,37.0,3.0,2.0,Sales Executive,4.0,Married,4051.0,Upto 5K,19658.0,2.0,Unknown,No,14.0,3.0,1.0,80.0,1.0,14.0,2.0,3.0,9.0,7.0,6.0,7.0
Rm1375,58.0,55+,No,Travel_Rarely,605.0,Unknown,21.0,3.0,Life Sciences,1938.0,4.0,Female,72.0,3.0,4.0,Manager,4.0,Married,17875.0,15K+,11761.0,4.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,29.0,2.0,2.0,1.0,0.0,0.0,0.0
Rm742,42.0,36-45,No,Travel_Rarely,265.0,Sales,5.0,3.0,Marketing,1029.0,4.0,Male,90.0,3.0,5.0,Manager,3.0,Married,18303.0,15K+,7770.0,0.0,Y,No,13.0,3.0,2.0,80.0,0.0,21.0,3.0,4.0,1.0,0.0,0.0,0.0
Rm001,41.0,36-45,Yes,Travel_Rarely,1102.0,Sales,1.0,2.0,Life Sciences,1.0,2.0,Female,94.0,3.0,2.0,Sales Executive,4.0,Single,5993.0,5K-10K,19479.0,8.0,Y,Yes,11.0,3.0,1.0,80.0,0.0,8.0,0.0,3.0,6.0,4.0,0.0,5.0
Rm1161,45.0,Unknown,No,Travel_Rarely,1329.0,Research & Development,2.0,2.0,Other,1635.0,4.0,Female,59.0,2.0,2.0,Manufacturing Director,4.0,Divorced,5770.0,5K-10K,5388.0,1.0,Y,No,19.0,3.0,1.0,80.0,2.0,10.0,3.0,3.0,0.0,7.0,3.0,9.0
Rm046,41.0,36-45,Yes,Travel_Rarely,1360.0,Research & Development,0.0,3.0,Technical Degree,58.0,2.0,Female,49.0,3.0,5.0,Research Director,3.0,Married,19545.0,15K+,16280.0,1.0,Y,No,12.0,3.0,4.0,80.0,0.0,0.0,0.0,3.0,22.0,15.0,15.0,8.0
Rm915,55.0,46-55,No,Non-Travel,177.0,Research & Development,8.0,1.0,Medical,58.0,4.0,Male,37.0,2.0,4.0,Healthcare Representative,2.0,Divorced,13577.0,10K-15K,25592.0,1.0,Y,Yes,15.0,3.0,4.0,80.0,1.0,34.0,3.0,3.0,33.0,9.0,15.0,0.0
Rm1241,39.0,36-45,No,Non-Travel,792.0,Research & Development,1.0,3.0,Life Sciences,1737.0,4.0,Male,77.0,3.0,2.0,Unknown,4.0,Married,6472.0,5K-10K,8989.0,1.0,Y,Yes,15.0,3.0,4.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,5.0,8.0
Rm849,35.0,26-35,No,Travel_Frequently,636.0,Research & Development,0.0,4.0,Unknown,1185.0,4.0,Male,47.0,2.0,1.0,Laboratory Technician,4.0,Married,2376.0,Upto 5K,26537.0,1.0,Y,No,13.0,3.0,2.0,80.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,2.0
Rm1045,49.0,46-55,No,Travel_Rarely,1495.0,Research & Development,5.0,4.0,Technical Degree,1473.0,1.0,Male,96.0,3.0,2.0,Healthcare Representative,3.0,Married,6651.0,5K-10K,21534.0,2.0,Y,No,14.0,3.0,3.0,80.0,1.0,20.0,0.0,2.0,3.0,2.0,1.0,2.0
Rm282,42.0,36-45,Unknown,Travel_Rarely,635.0,Unknown,1.0,1.0,Life Sciences,387.0,2.0,Male,99.0,3.0,2.0,Unknown,3.0,Married,4907.0,Upto 5K,24532.0,1.0,Y,No,25.0,0.0,3.0,80.0,0.0,20.0,3.0,3.0,20.0,16.0,11.0,6.0
Rm788,35.0,46-55,No,Travel_Frequently,1091.0,Research & Development,2.0,1.0,Unknown,1096.0,4.0,Male,65.0,3.0,3.0,Unknown,2.0,Married,10976.0,10K-15K,15813.0,3.0,Unknown,No,18.0,3.0,2.0,80.0,1.0,23.0,4.0,3.0,3.0,2.0,1.0,2.0
Rm067,35.0,36-45,No,Unknown,1195.0,Research & Development,11.0,3.0,Life Sciences,85.0,2.0,Male,95.0,2.0,2.0,Manufacturing Director,2.0,Single,6499.0,5K-10K,22656.0,1.0,Y,No,13.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,6.0,5.0,0.0,3.0
Rm252,39.0,36-45,No,Unknown,505.0,Research & Development,0.0,3.0,Technical Degree,343.0,3.0,Unknown,64.0,3.0,3.0,Healthcare Representative,3.0,Single,10938.0,10K-15K,6420.0,0.0,Y,No,25.0,4.0,4.0,80.0,0.0,20.0,1.0,3.0,19.0,6.0,11.0,0.0
Rm1168,35.0,26-35,Yes,Travel_Rarely,763.0,Sales,15.0,2.0,Medical,1645.0,1.0,Male,59.0,1.0,2.0,Sales Executive,4.0,Divorced,5440.0,5K-10K,22098.0,6.0,Y,Yes,14.0,3.0,4.0,80.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0
Rm002,49.0,46-55,No,Travel_Frequently,279.0,Research & Development,0.0,1.0,Life Sciences,2.0,3.0,Male,61.0,2.0,2.0,Research Scientist,2.0,Married,5130.0,Unknown,24907.0,1.0,Y,No,23.0,0.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,7.0,1.0,7.0
Rm601,32.0,26-35,No,Travel_Rarely,859.0,Unknown,4.0,3.0,Life Sciences,830.0,3.0,Female,98.0,2.0,2.0,Manufacturing Director,3.0,Married,6162.0,5K-10K,19124.0,1.0,Y,No,12.0,3.0,3.0,0.0,1.0,14.0,0.0,3.0,14.0,13.0,6.0,8.0
Rm1427,35.0,26-35,No,Unknown,267.0,Research & Development,29.0,4.0,Life Sciences,2010.0,3.0,Female,49.0,2.0,1.0,Laboratory Technician,2.0,Single,2837.0,Upto 5K,15919.0,1.0,Y,No,0.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,2.0,4.0,1.0
Rm1315,45.0,36-45,No,Non-Travel,589.0,Unknown,2.0,4.0,Life Sciences,1845.0,3.0,Female,67.0,3.0,2.0,Sales Executive,3.0,Married,5154.0,5K-10K,19665.0,4.0,Unknown,No,22.0,4.0,2.0,80.0,2.0,10.0,3.0,4.0,8.0,7.0,5.0,7.0
Rm185,53.0,Unknown,No,Travel_Rarely,1084.0,Research & Development,13.0,2.0,Medical,250.0,4.0,Female,57.0,4.0,2.0,Manufacturing Director,1.0,Divorced,0.0,Upto 5K,26250.0,1.0,Y,No,11.0,3.0,3.0,80.0,2.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0
Rm1194,38.0,36-45,No,Travel_Frequently,0.0,Research & Development,2.0,3.0,Medical,1675.0,4.0,Unknown,42.0,2.0,1.0,Laboratory Technician,2.0,Unknown,2440.0,Upto 5K,23826.0,1.0,Y,No,22.0,4.0,2.0,80.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0
Rm371,21.0,18-25,Yes,Travel_Rarely,156.0,Sales,12.0,3.0,Life Sciences,494.0,3.0,Female,90.0,4.0,1.0,Sales Representative,2.0,Single,2716.0,Upto 5K,25422.0,1.0,Y,No,15.0,0.0,4.0,80.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
Rm1173,29.0,26-35,No,Travel_Rarely,469.0,Sales,10.0,3.0,Medical,1650.0,3.0,Male,42.0,2.0,2.0,Sales Executive,3.0,Single,5869.0,5K-10K,23413.0,9.0,Y,No,11.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,5.0,0.0,1.0,4.0
Rm777,20.0,18-25,Yes,Unknown,769.0,Sales,9.0,3.0,Marketing,1077.0,4.0,Female,54.0,3.0,1.0,Sales Representative,4.0,Single,2323.0,Upto 5K,17205.0,1.0,Unknown,Yes,14.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0
Rm312,35.0,36-45,No,Travel_Frequently,1249.0,Research & Development,7.0,3.0,Life Sciences,425.0,1.0,Male,97.0,3.0,3.0,Laboratory Technician,1.0,Divorced,5210.0,5K-10K,20308.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,24.0,2.0,3.0,24.0,9.0,9.0,0.0
Rm612,35.0,26-35,No,Travel_Rarely,950.0,Research & Development,7.0,3.0,Other,845.0,3.0,Male,59.0,3.0,3.0,Manufacturing Director,3.0,Single,10221.0,10K-15K,18869.0,3.0,Y,No,21.0,0.0,2.0,80.0,0.0,17.0,3.0,4.0,8.0,5.0,1.0,6.0
Rm1160,39.0,36-45,No,Travel_Frequently,711.0,Research & Development,4.0,3.0,Medical,1633.0,1.0,Unknown,81.0,3.0,2.0,Unknown,3.0,Unknown,5042.0,5K-10K,3140.0,0.0,Y,No,13.0,3.0,4.0,0.0,0.0,10.0,2.0,1.0,9.0,2.0,3.0,8.0
Rm470,32.0,26-35,Yes,Unknown,0.0,Sales,11.0,4.0,Other,631.0,4.0,Male,60.0,4.0,2.0,Sales Executive,3.0,Married,4707.0,Unknown,23914.0,8.0,Y,No,12.0,3.0,4.0,80.0,0.0,6.0,0.0,3.0,4.0,2.0,1.0,2.0
Rm1175,25.0,18-25,No,Travel_Frequently,772.0,Research & Development,2.0,1.0,Life Sciences,1653.0,4.0,Male,77.0,4.0,2.0,Manufacturing Director,3.0,Divorced,5206.0,5K-10K,4973.0,1.0,Y,No,17.0,3.0,3.0,80.0,2.0,7.0,6.0,3.0,7.0,7.0,0.0,7.0
Rm1136,46.0,46-55,No,Travel_Rarely,563.0,Sales,1.0,4.0,Life Sciences,1602.0,4.0,Male,56.0,4.0,4.0,Manager,1.0,Single,17567.0,15K+,3156.0,1.0,Unknown,No,15.0,3.0,2.0,80.0,0.0,27.0,5.0,1.0,26.0,0.0,0.0,0.0
Rm1047,44.0,36-45,No,Travel_Rarely,1467.0,Research & Development,20.0,3.0,Life Sciences,1475.0,4.0,Male,49.0,3.0,1.0,Research Scientist,2.0,Single,3420.0,Upto 5K,21158.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,3.0,2.0,5.0,2.0,1.0,3.0
Rm785,38.0,36-45,No,Travel_Rarely,330.0,Unknown,0.0,1.0,Life Sciences,1088.0,3.0,Female,65.0,2.0,3.0,Healthcare Representative,3.0,Married,8823.0,5K-10K,24608.0,0.0,Y,No,18.0,3.0,1.0,80.0,1.0,20.0,4.0,2.0,19.0,9.0,1.0,9.0
Rm1250,29.0,26-35,Yes,Travel_Rarely,428.0,Sales,9.0,3.0,Marketing,1752.0,2.0,Female,52.0,1.0,1.0,Sales Representative,2.0,Single,2760.0,Upto 5K,14630.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0
Rm362,40.0,36-45,No,Travel_Rarely,1171.0,Research & Development,10.0,4.0,Life Sciences,483.0,4.0,Female,46.0,4.0,1.0,Laboratory Technician,3.0,Married,0.0,Upto 5K,22495.0,3.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,7.0,7.0,1.0,0.0
Rm1393,35.0,26-35,No,Travel_Rarely,0.0,Sales,7.0,4.0,Life Sciences,1962.0,3.0,Female,55.0,3.0,2.0,Sales Executive,4.0,Married,5204.0,5K-10K,13586.0,1.0,Unknown,Yes,11.0,3.0,4.0,80.0,0.0,10.0,0.0,3.0,10.0,8.0,0.0,9.0
Rm887,30.0,26-35,No,Unknown,1465.0,Research & Development,1.0,3.0,Medical,1241.0,4.0,Male,63.0,3.0,1.0,Research Scientist,2.0,Married,3579.0,Upto 5K,9369.0,0.0,Y,Yes,21.0,4.0,1.0,80.0,1.0,12.0,2.0,3.0,11.0,9.0,0.0,7.0
Rm507,37.0,36-45,Unknown,Travel_Rarely,482.0,Research & Development,3.0,3.0,Other,689.0,3.0,Male,36.0,3.0,3.0,Manufacturing Director,3.0,Married,9434.0,5K-10K,9606.0,0.0,Y,No,15.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,7.0,8.0
Rm805,48.0,46-55,No,Non-Travel,1262.0,Research & Development,1.0,4.0,Medical,1116.0,1.0,Male,35.0,4.0,4.0,Manager,4.0,Single,16885.0,15K+,0.0,2.0,Y,No,22.0,4.0,3.0,80.0,0.0,27.0,3.0,2.0,5.0,4.0,2.0,1.0
Rm1414,25.0,18-25,No,Travel_Rarely,977.0,Research & Development,2.0,1.0,Other,1992.0,4.0,Unknown,57.0,3.0,1.0,Laboratory Technician,3.0,Divorced,3977.0,Upto 5K,7298.0,6.0,Y,Yes,19.0,3.0,3.0,0.0,1.0,7.0,2.0,2.0,2.0,2.0,0.0,2.0
Rm1078,29.0,26-35,Yes,Travel_Rarely,224.0,Research & Development,1.0,4.0,Unknown,1522.0,1.0,Male,100.0,2.0,1.0,Research Scientist,1.0,Single,2362.0,Upto 5K,7568.0,6.0,Y,Unknown,13.0,3.0,3.0,80.0,0.0,11.0,2.0,1.0,9.0,7.0,0.0,7.0
Rm1166,44.0,Unknown,No,Travel_Frequently,602.0,Human Resources,1.0,3.0,Human Resources,1642.0,1.0,Male,37.0,3.0,2.0,Human Resources,4.0,Married,5743.0,Unknown,10503.0,4.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,14.0,3.0,3.0,10.0,7.0,0.0,2.0
Rm733,30.0,26-35,Yes,Travel_Frequently,109.0,Research & Development,5.0,3.0,Medical,1642.0,2.0,Female,60.0,3.0,1.0,Laboratory Technician,2.0,Single,2422.0,Upto 5K,25725.0,0.0,Y,No,17.0,3.0,1.0,80.0,0.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0
Rm481,30.0,26-35,Yes,Travel_Frequently,448.0,Sales,12.0,3.0,Life Sciences,1642.0,2.0,Male,74.0,2.0,1.0,Sales Representative,1.0,Married,2033.0,Upto 5K,14470.0,1.0,Y,No,18.0,3.0,3.0,80.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0
Rm1391,28.0,26-35,Yes,Travel_Rarely,1404.0,Research & Development,17.0,3.0,Technical Degree,1960.0,3.0,Male,32.0,2.0,1.0,Laboratory Technician,4.0,Divorced,2367.0,Upto 5K,18779.0,5.0,Y,No,12.0,3.0,1.0,80.0,1.0,6.0,2.0,2.0,4.0,1.0,0.0,3.0
Rm1255,35.0,46-55,No,Travel_Rarely,1313.0,Sales,11.0,4.0,Marketing,1757.0,4.0,Female,80.0,3.0,2.0,Sales Executive,3.0,Single,4507.0,Upto 5K,8191.0,3.0,Y,No,12.0,3.0,3.0,80.0,0.0,8.0,1.0,4.0,5.0,1.0,0.0,0.0
Rm647,35.0,46-55,No,Travel_Rarely,868.0,Sales,8.0,3.0,Marketing,897.0,1.0,Male,73.0,3.0,4.0,Sales Executive,4.0,Married,0.0,10K-15K,22789.0,5.0,Y,No,14.0,3.0,3.0,80.0,1.0,28.0,3.0,3.0,2.0,0.0,2.0,2.0
Rm1378,49.0,46-55,No,Travel_Frequently,1064.0,Research & Development,2.0,1.0,Life Sciences,1941.0,2.0,Male,42.0,3.0,5.0,Research Director,4.0,Married,19161.0,15K+,13738.0,3.0,Y,No,15.0,3.0,4.0,80.0,0.0,28.0,3.0,3.0,5.0,4.0,4.0,3.0
Rm848,35.0,Unknown,No,Travel_Frequently,669.0,Research & Development,1.0,3.0,Medical,1184.0,4.0,Male,97.0,2.0,2.0,Healthcare Representative,1.0,Single,5343.0,5K-10K,25755.0,0.0,Y,No,20.0,4.0,3.0,80.0,0.0,14.0,3.0,3.0,13.0,9.0,4.0,9.0
Rm132,50.0,Unknown,No,Travel_Frequently,809.0,Sales,12.0,3.0,Marketing,174.0,3.0,Female,77.0,3.0,3.0,Sales Executive,4.0,Single,9208.0,5K-10K,6645.0,4.0,Unknown,No,11.0,3.0,4.0,80.0,0.0,16.0,3.0,3.0,2.0,2.0,2.0,1.0
Rm971,27.0,26-35,No,Travel_Rarely,1291.0,Sales,11.0,3.0,Medical,1364.0,3.0,Female,98.0,4.0,0.0,Sales Representative,4.0,Married,2534.0,Upto 5K,6527.0,8.0,Y,No,14.0,3.0,2.0,80.0,1.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0
Rm577,27.0,26-35,No,Travel_Frequently,829.0,Sales,8.0,1.0,Marketing,800.0,3.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Married,4342.0,Upto 5K,0.0,0.0,Y,No,19.0,3.0,2.0,80.0,1.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0
Rm1037,31.0,26-35,Yes,Travel_Frequently,523.0,Research & Development,2.0,3.0,Life Sciences,1464.0,2.0,Male,0.0,3.0,1.0,Laboratory Technician,3.0,Married,3722.0,Upto 5K,21081.0,6.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0
Rm224,38.0,Unknown,No,Travel_Rarely,119.0,Sales,3.0,3.0,Life Sciences,307.0,1.0,Male,76.0,3.0,3.0,Sales Executive,3.0,Divorced,10609.0,10K-15K,9647.0,0.0,Y,No,12.0,3.0,3.0,80.0,2.0,17.0,6.0,2.0,16.0,10.0,5.0,13.0
