EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1394,27.0,26-35,no,Travel_Rarely,954.0,Sales,9.0,3.0,Marketing,1.0,1965.0,,Male,44.0,3.0,2.0,  Sales Executive ,4.0,Single,4105.0,Upto 5k,5099.0,1.0,Y,No,14.0,3.0,1.0,80.0,0.0,7.0,5.0,3.0,7.0,7.0,0.0,7.0
RM133,31.0,26-35,Yes,Travel_Rarely,,Sales,20.0,3.0,Life Sciences,1.0,175.0,2.0,Female,71.0,1.0,2.0,  Sales Executive ,3.0,  Married ,4559.0,Upto 5k,24788.0,3.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0
RM004,33.0,26-35,No,  Travel_Frequently ,unknown,Research & Development,3.0,4.0,Life Sciences,1.0,5.0,4.0,,56.0,3.0,1.0,Research Scientist,3.0,Married,2909.0,Upto 5k,23159.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,8.0,3.0,3.0,8.0,7.0,3.0,0.0
RM879,42.0,36-45,No,Non-Travel,179.0,Human Resources,2.0,5.0,Medical,1.0,1231.0,4.0,Male,79.0,4.0,2.0,Human Resources,1.0,Married,6272.0,5k-10k,12858.0,7.0,Y,  No ,16.0,3.0,1.0,80.0,1.0,10.0,3.0,4.0,4.0,3.0,0.0,3.0
RM1461,29.0,26-35,No,Travel_Rarely,468.0,research & development,28.0,4.0,Medical,unknown,2054.0,4.0,female,73.0,2.0,1.0,Research Scientist,1.0,Single,3785.0,Upto 5k,8489.0,1.0,  y ,No,14.0,3.0,2.0,80.0,0.0,5.0,3.0,1.0,5.0,4.0,0.0,4.0
rm434,46.0,46-55,No,Travel_Rarely,,Sales,10.0,3.0,Marketing,1.0,580.0,3.0,Female,,,3.0,sales executive,4.0,Married,9071.0,5k-10k,11563.0,2.0,Y,  Yes ,19.0,3.0,3.0,80.0,1.0,15.0,3.0,3.0,3.0,2.0,1.0,2.0
RM488,,18-25,No,  Travel_Rarely ,959.0,Research & Development,unknown,3.0,Life Sciences,unknown,657.0,4.0,Female,83.0,2.0,1.0,Research Scientist,2.0,Single,2836.0,,11757.0,,Y,No,,3.0,4.0,80.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0
rm021,24.0,  18-25 ,,Non-Travel,673.0,Research & Development,11.0,2.0,Other,1.0,26.0,1.0,Female,96.0,4.0,2.0,Manufacturing Director,,Divorced,,Upto 5k,8232.0,0.0,Y,No,18.0,3.0,,80.0,1.0,5.0,5.0,2.0,4.0,2.0,,3.0
RM1373,39.0,  36-45 ,No,Travel_Rarely,867.0,  Research & Development ,9.0,2.0,Medical,1.0,1936.0,1.0,Male,87.0,3.0,2.0,Manufacturing Director,1.0,Married,5151.0,5k-10k,12315.0,1.0,y,No,25.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,0.0,7.0,9.0
nan,33.0,26-35,No,Travel_Rarely,867.0,research & development,8.0,,Life Sciences,unknown,1798.0,4.0,male,,4.0,1.0,Research Scientist,1.0,Married,3143.0,Upto 5k,6076.0,6.0,Y,No,19.0,3.0,2.0,80.0,1.0,14.0,1.0,3.0,10.0,,7.0,6.0
RM870,46.0,46-55,No,Travel_Rarely,1450.0,Research & Development,15.0,2.0,Life Sciences,1.0,1217.0,4.0,Male,52.0,3.0,5.0,Research Director,2.0,Married,19081.0,15k+,10849.0,5.0,  Y ,No,11.0,3.0,1.0,80.0,,25.0,,3.0,,2.0,0.0,3.0
RM1463,,36-45,No,Travel_Rarely,722.0,Sales,24.0,1.0,Marketing,1.0,2056.0,2.0,nan,60.0,2.0,4.0,Sales Executive,4.0,Married,12031.0,10k-15k,8828.0,0.0,Y,  No ,11.0,3.0,1.0,,1.0,21.0,2.0,,20.0,9.0,,6.0
RM962,35.0,26-35,,travel_frequently,482.0,Research & Development,4.0,4.0,Life Sciences,1.0,1350.0,3.0,Male,87.0,3.0,2.0,Research Scientist,3.0,Single,4249.0,  Upto 5k ,2690.0,1.0,y,Yes,11.0,3.0,2.0,,0.0,9.0,3.0,3.0,9.0,6.0,1.0,1.0
RM207,22.0,,No,Travel_Rarely,1136.0,Research & Development,unknown,3.0,Life Sciences,1.0,284.0,4.0,Male,60.0,4.0,1.0,  nan ,2.0,Divorced,2328.0,Upto 5k,12392.0,1.0,Y,yes,16.0,3.0,1.0,80.0,1.0,4.0,,2.0,4.0,2.0,2.0,
RM900,,  46-55 ,  nan ,Travel_Rarely,1098.0,  research & development ,4.0,2.0,Medical,1.0,1256.0,1.0,  Male ,85.0,2.0,,Manager,3.0,Married,18711.0,15k+,12124.0,2.0,Y,No,13.0,3.0,3.0,80.0,1.0,23.0,2.0,4.0,1.0,0.0,0.0,
RM044,27.0,26-35,No,Travel_Frequently,994.0,Sales,8.0,3.0,Life Sciences,1.0,,4.0,  Male ,37.0,,3.0,Sales Executive,3.0,single,8726.0,5k-10k,2975.0,1.0,Y,No,15.0,3.0,4.0,80.0,0.0,9.0,0.0,3.0,9.0,8.0,1.0,7.0
RM1174,36.0,36-45,no,Travel_Rarely,711.0,Research & Development,5.0,4.0,life sciences,1.0,1651.0,2.0,Female,42.0,3.0,3.0,Healthcare Representative,1.0,Married,8008.0,5k-10k,22792.0,4.0,Y,No,12.0,3.0,3.0,80.0,2.0,9.0,6.0,3.0,3.0,2.0,0.0,2.0
RM1363,45.0,36-45,No,Travel_Frequently,1297.0,Research & Development,1.0,4.0,Medical,1.0,1922.0,2.0,Male,44.0,3.0,2.0,  healthcare representative ,3.0,Single,5399.0,  5k-10k ,14511.0,4.0,Y,No,12.0,3.0,3.0,80.0,0.0,12.0,3.0,3.0,4.0,2.0,0.0,3.0
RM1013,,26-35,Yes,travel_frequently,667.0,Sales,1.0,unknown,Life Sciences,1.0,1427.0,2.0,Female,50.0,1.0,1.0,Sales Representative,3.0,  Single ,1359.0,Upto 5k,16154.0,1.0,y,No,12.0,,2.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,
  RM1344 ,29.0,26-35,no,Travel_Rarely,592.0,Research & Development,7.0,3.0,Life Sciences,1.0,1883.0,4.0,Male,,3.0,,Laboratory Technician,1.0,single,2062.0,Upto 5k,19384.0,,  Y ,No,14.0,3.0,2.0,80.0,0.0,11.0,2.0,3.0,3.0,2.0,1.0,2.0
RM1304,47.0,46-55,No,Travel_Rarely,1001.0,Research & Development,4.0,3.0,Life Sciences,1.0,1827.0,3.0,Female,92.0,2.0,,  Manufacturing Director ,2.0,Divorced,10333.0,10k-15k,19271.0,,Y,Yes,12.0,3.0,3.0,80.0,1.0,28.0,4.0,3.0,22.0,11.0,14.0,10.0
RM1054,57.0,55+,No,Travel_Rarely,405.0,research & development,1.0,2.0,Life Sciences,1.0,1483.0,2.0,male,93.0,4.0,2.0,Research Scientist,3.0,Married,4900.0,Upto 5k,2721.0,0.0,Y,No,24.0,4.0,1.0,80.0,1.0,13.0,2.0,2.0,12.0,9.0,2.0,8.0
RM817,39.0,36-45,No,non-travel,439.0,  Research & Development ,9.0,3.0,  Life Sciences ,1.0,1132.0,3.0,Male,70.0,3.0,2.0,  Laboratory Technician ,2.0,Single,6782.0,5k-10k,8770.0,9.0,Y,No,15.0,3.0,3.0,80.0,0.0,9.0,2.0,2.0,5.0,4.0,0.0,
RM602,40.0,36-45,nan,Travel_Frequently,720.0,Research & Development,16.0,4.0,Medical,1.0,832.0,1.0,Male,51.0,2.0,2.0,Laboratory Technician,3.0,,5094.0,5k-10k,11983.0,6.0,Y,  No ,14.0,3.0,4.0,80.0,0.0,10.0,6.0,3.0,1.0,0.0,0.0,0.0
RM395,31.0,26-35,No,Travel_Rarely,480.0,Research & Development,7.0,2.0,Medical,,524.0,2.0,Female,31.0,3.0,2.0,Manufacturing Director,1.0,Married,,Upto 5k,,,Y,no,12.0,3.0,2.0,80.0,,13.0,5.0,1.0,13.0,10.0,3.0,12.0
RM837,29.0,26-35,Yes,Travel_Rarely,408.0,Sales,23.0,1.0,Life Sciences,1.0,1165.0,4.0,Female,45.0,2.0,3.0,Sales Executive,,Married,7336.0,5k-10k,11162.0,1.0,y,No,13.0,3.0,1.0,80.0,1.0,11.0,3.0,1.0,11.0,,3.0,10.0
RM842,24.0,18-25,No,Travel_Rarely,477.0,Research & Development,,,Medical,1.0,,4.0,Male,49.0,3.0,1.0,Laboratory Technician,2.0,Single,3597.0,Upto 5k,6409.0,,,No,22.0,4.0,4.0,80.0,0.0,6.0,2.0,3.0,4.0,3.0,,2.0
rm210,46.0,46-55,No,  Travel_Rarely ,644.0,Research & Development,1.0,4.0,Medical,1.0,288.0,4.0,Male,97.0,3.0,3.0,Healthcare Representative,1.0,Divorced,9396.0,5k-10k,12368.0,7.0,Y,No,16.0,3.0,3.0,80.0,1.0,17.0,3.0,3.0,4.0,2.0,0.0,
  RM102 ,32.0,  26-35 ,No,Travel_Rarely,827.0,  Research & Development ,1.0,unknown,life sciences,1.0,134.0,,male,,3.0,1.0,Research Scientist,1.0,single,2956.0,Upto 5k,15178.0,1.0,y,No,13.0,3.0,4.0,80.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0
RM724,46.0,46-55,No,Travel_Rarely,unknown,Research & Development,7.0,2.0,Medical,1.0,1007.0,4.0,Male,75.0,3.0,3.0,Manufacturing Director,3.0,Divorced,10845.0,10k-15k,24208.0,6.0,Y,No,,3.0,2.0,80.0,1.0,13.0,3.0,3.0,8.0,7.0,0.0,7.0
RM1012,36.0,36-45,No,Travel_Rarely,1174.0,,3.0,4.0,Marketing,1.0,1425.0,1.0,Female,99.0,3.0,2.0,Sales Executive,2.0,Single,9278.0,5k-10k,20763.0,3.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,15.0,3.0,3.0,5.0,,0.0,1.0
RM297,18.0,18-25,Yes,,230.0,Research & Development,3.0,3.0,Life Sciences,1.0,405.0,3.0,Male,54.0,3.0,1.0,Laboratory Technician,,single,1420.0,Upto 5k,25233.0,1.0,y,No,13.0,3.0,3.0,,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
RM293,31.0,26-35,No,Travel_Frequently,444.0,Sales,5.0,3.0,Marketing,1.0,399.0,4.0,Female,84.0,3.0,1.0,Sales Representative,2.0,Divorced,2789.0,Upto 5k,3909.0,1.0,Y,no,11.0,3.0,3.0,80.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0
  RM1199 ,33.0,26-35,No,non-travel,530.0,Sales,16.0,3.0,Life Sciences,1.0,1681.0,3.0,  female ,36.0,3.0,2.0,Sales Executive,4.0,Divorced,5368.0,5k-10k,16130.0,1.0,Y,Yes,25.0,4.0,3.0,80.0,1.0,7.0,2.0,3.0,6.0,5.0,1.0,2.0
RM066,55.0,46-55,No,  travel_rarely ,836.0,Research & Development,unknown,3.0,,1.0,84.0,4.0,female,33.0,3.0,4.0,Manager,3.0,divorced,14756.0,10k-15k,19730.0,2.0,  y ,Yes,14.0,3.0,3.0,80.0,3.0,21.0,2.0,3.0,5.0,0.0,0.0,2.0
RM1306,54.0,46-55,No,Travel_Rarely,431.0,Research & Development,7.0,4.0,Medical,1.0,1830.0,4.0,Female,68.0,3.0,2.0,Research Scientist,4.0,Married,6854.0,5k-10k,15696.0,4.0,Y,No,15.0,3.0,2.0,80.0,1.0,14.0,,2.0,7.0,1.0,1.0,7.0
rm894,29.0,26-35,no,Travel_Rarely,1010.0,Research & Development,1.0,3.0,Life Sciences,1.0,1249.0,1.0,Female,97.0,3.0,1.0,Research Scientist,4.0,Divorced,3760.0,Upto 5k,5598.0,1.0,Y,No,15.0,3.0,1.0,80.0,3.0,3.0,5.0,3.0,,2.0,1.0,2.0
RM173,36.0,36-45,No,Travel_Frequently,unknown,Research & Development,3.0,2.0,  Medical ,1.0,238.0,,Male,30.0,,1.0,Laboratory Technician,2.0,single,,Upto 5k,15062.0,4.0,Y,No,12.0,3.0,3.0,80.0,,13.0,3.0,2.0,8.0,7.0,,2.0
RM197,35.0,26-35,No,,,Research & Development,2.0,3.0,Medical,1.0,269.0,2.0,Female,,3.0,2.0,Laboratory Technician,2.0,Single,4425.0,Upto 5k,15986.0,5.0,Y,No,,3.0,4.0,80.0,0.0,10.0,,3.0,6.0,2.0,1.0,2.0
RM1360,34.0,  26-35 ,No,travel_rarely,735.0,Sales,3.0,1.0,  Medical ,1.0,1915.0,4.0,Female,75.0,2.0,2.0,  Sales Executive ,4.0,Married,8103.0,5k-10k,16495.0,3.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,,3.0,2.0,4.0,2.0,0.0,1.0
RM191,52.0,,no,  Travel_Rarely ,699.0,Research & Development,1.0,4.0,Life Sciences,1.0,259.0,3.0,Male,65.0,2.0,,Manager,3.0,  Married ,19999.0,15k+,5678.0,0.0,Y,No,14.0,3.0,1.0,80.0,1.0,34.0,5.0,3.0,33.0,18.0,11.0,9.0
RM1265,,46-55,No,Travel_Rarely,478.0,Research & Development,2.0,3.0,Medical,1.0,1770.0,3.0,Male,,2.0,5.0,Research Director,1.0,Married,19038.0,15k+,19805.0,8.0,Y,No,12.0,3.0,2.0,80.0,3.0,34.0,2.0,3.0,1.0,0.0,0.0,0.0
  RM753 ,36.0,36-45,Yes,Travel_Rarely,885.0,Research & Development,16.0,unknown,Life Sciences,1.0,,3.0,Female,43.0,,,Laboratory Technician,1.0,Single,2743.0,Upto 5k,8269.0,1.0,Y,No,16.0,3.0,3.0,80.0,0.0,18.0,1.0,3.0,17.0,13.0,15.0,14.0
RM521,48.0,46-55,No,Travel_Rarely,817.0,Sales,2.0,1.0,Marketing,unknown,712.0,2.0,Male,56.0,4.0,2.0,Sales Executive,2.0,Married,8120.0,  5k-10k ,18597.0,3.0,Y,,12.0,3.0,4.0,80.0,0.0,12.0,3.0,3.0,2.0,2.0,2.0,2.0
RM668,41.0,36-45,Yes,  Travel_Rarely ,1085.0,research & development,2.0,4.0,Life Sciences,1.0,927.0,2.0,Female,57.0,1.0,,laboratory technician,4.0,Divorced,2778.0,Upto 5k,17725.0,4.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,10.0,1.0,2.0,7.0,7.0,1.0,0.0
RM1387,26.0,26-35,  No ,Travel_Rarely,157.0,Research & Development,1.0,3.0,Medical,1.0,1952.0,3.0,Male,95.0,3.0,1.0,Laboratory Technician,1.0,Single,2867.0,Upto 5k,20006.0,0.0,y,No,13.0,3.0,4.0,80.0,0.0,8.0,6.0,2.0,7.0,7.0,7.0,6.0
RM384,22.0,18-25,No,Travel_Rarely,253.0,Research & Development,unknown,3.0,Medical,1.0,511.0,1.0,,43.0,3.0,,Research Scientist,2.0,  Married ,2244.0,  Upto 5k ,24440.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0
RM153,,46-55,No,Travel_Rarely,1436.0,Sales,6.0,2.0,Marketing,1.0,205.0,,Male,34.0,3.0,2.0,Sales Representative,3.0,Married,2306.0,Upto 5k,16047.0,2.0,y,,20.0,4.0,4.0,80.0,1.0,13.0,3.0,1.0,7.0,7.0,4.0,5.0
RM510,33.0,26-35,  No ,Travel_Frequently,1296.0,Research & Development,6.0,3.0,Life Sciences,,692.0,3.0,Male,30.0,3.0,2.0,Healthcare Representative,,Divorced,7725.0,5k-10k,5335.0,3.0,Y,No,,4.0,3.0,80.0,1.0,15.0,2.0,1.0,13.0,11.0,4.0,7.0
RM634,36.0,36-45,No,Travel_Rarely,1278.0,Human Resources,8.0,3.0,Life Sciences,1.0,878.0,1.0,Male,77.0,2.0,1.0,Human Resources,1.0,Married,2342.0,Upto 5k,8635.0,0.0,Y,No,21.0,4.0,3.0,80.0,,6.0,3.0,3.0,5.0,4.0,0.0,3.0
RM770,26.0,26-35,No,Travel_Frequently,921.0,Research & Development,1.0,1.0,Medical,1.0,1068.0,1.0,Female,66.0,2.0,1.0,,3.0,  divorced ,2007.0,Upto 5k,25265.0,1.0,Y,no,13.0,3.0,3.0,80.0,2.0,5.0,5.0,3.0,5.0,3.0,1.0,3.0
RM115,34.0,26-35,No,  Travel_Rarely ,,Research & Development,unknown,4.0,Life Sciences,1.0,151.0,3.0,  Female ,45.0,2.0,2.0,,2.0,Divorced,4505.0,upto 5k,15000.0,6.0,Y,No,15.0,3.0,3.0,80.0,1.0,12.0,3.0,3.0,1.0,,0.0,0.0
RM1279,36.0,36-45,No,Travel_Rarely,1383.0,,10.0,3.0,Life Sciences,1.0,1790.0,4.0,Male,90.0,3.0,3.0,Healthcare Representative,1.0,Married,8321.0,5k-10k,25949.0,7.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,15.0,1.0,3.0,12.0,8.0,5.0,7.0
RM1141,44.0,36-45,  No ,Travel_Rarely,1313.0,Research & Development,7.0,3.0,medical,1.0,1608.0,2.0,Female,31.0,3.0,5.0,Research Director,4.0,Divorced,19049.0,15k+,3549.0,0.0,  Y ,Yes,14.0,3.0,4.0,80.0,1.0,23.0,,2.0,22.0,7.0,1.0,10.0
RM1264,42.0,36-45,No,Travel_Rarely,855.0,research & development,12.0,3.0,Medical,1.0,,2.0,male,57.0,3.0,1.0,  Laboratory Technician ,2.0,,2766.0,,8952.0,8.0,Y,No,22.0,4.0,2.0,80.0,3.0,,6.0,2.0,5.0,,,4.0
rm646,unknown,26-35,Yes,Travel_Rarely,341.0,Sales,1.0,3.0,Medical,1.0,896.0,2.0,Female,48.0,2.0,1.0,Sales Representative,3.0,Divorced,2800.0,Upto 5k,23522.0,6.0,Y,Yes,19.0,3.0,3.0,80.0,3.0,5.0,3.0,3.0,3.0,2.0,0.0,2.0
RM029,44.0,36-45,No,Travel_Rarely,477.0,research & development,7.0,4.0,Medical,1.0,36.0,1.0,Female,42.0,2.0,3.0,Healthcare Representative,4.0,Married,10248.0,10k-15k,2094.0,3.0,Y,No,14.0,3.0,4.0,80.0,1.0,24.0,4.0,3.0,22.0,6.0,5.0,
RM1297,30.0,  26-35 ,No,  Travel_Rarely ,1092.0,Research & Development,10.0,3.0,Medical,1.0,1816.0,1.0,Female,64.0,3.0,3.0,Manufacturing Director,3.0,Single,9667.0,5k-10k,2739.0,9.0,y,No,14.0,3.0,2.0,80.0,0.0,9.0,3.0,3.0,7.0,7.0,0.0,2.0
RM654,50.0,46-55,No,  non-travel ,881.0,research & development,2.0,4.0,  Life Sciences ,1.0,905.0,,Male,98.0,3.0,4.0,Manager,1.0,,17924.0,15k+,4544.0,1.0,Y,No,11.0,3.0,4.0,80.0,1.0,31.0,3.0,3.0,31.0,6.0,14.0,7.0
RM826,29.0,26-35,no,Travel_Rarely,718.0,Research & Development,unknown,,Medical,1.0,1150.0,2.0,Male,79.0,2.0,2.0,Manufacturing Director,4.0,Married,5056.0,5k-10k,17689.0,1.0,Y,  Yes ,15.0,3.0,3.0,80.0,1.0,10.0,2.0,2.0,10.0,7.0,1.0,
  RM072 ,29.0,26-35,No,Travel_Rarely,1328.0,Research & Development,2.0,3.0,Life Sciences,1.0,94.0,3.0,Male,76.0,3.0,1.0,  Research Scientist ,,Married,2703.0,Upto 5k,4956.0,0.0,Y,No,23.0,4.0,4.0,80.0,1.0,6.0,3.0,,5.0,4.0,,
RM181,,26-35,No,Travel_Rarely,140.0,Research & Development,12.0,1.0,Medical,1.0,246.0,3.0,Female,95.0,3.0,,  nan ,4.0,Married,3929.0,Upto 5k,6984.0,8.0,Y,Yes,23.0,4.0,3.0,80.0,1.0,7.0,0.0,,4.0,2.0,0.0,2.0
RM1368,27.0,26-35,No,TravelRarely,1354.0,research & development,2.0,4.0,Technical Degree,1.0,1931.0,2.0,Male,41.0,3.0,1.0,Research Scientist,2.0,Married,2226.0,Upto 5k,6073.0,1.0,Y,No,11.0,3.0,3.0,80.0,1.0,6.0,3.0,2.0,5.0,3.0,1.0,2.0
rm316,43.0,36-45,No,,185.0,research & development,10.0,4.0,  Life Sciences ,1.0,430.0,3.0,Female,33.0,3.0,1.0,Laboratory Technician,4.0,Single,2455.0,Upto 5k,10675.0,0.0,Y,No,19.0,3.0,1.0,80.0,0.0,9.0,5.0,3.0,8.0,7.0,1.0,7.0
RM1221,36.0,36-45,No,Travel_Rarely,530.0,Sales,2.0,unknown,Life Sciences,1.0,1710.0,3.0,Female,51.0,3.0,2.0,Sales Representative,4.0,single,4502.0,Upto 5k,7439.0,3.0,Y,No,15.0,3.0,3.0,80.0,0.0,17.0,2.0,2.0,13.0,7.0,6.0,7.0
RM865,41.0,36-45,Yes,Non-Travel,906.0,Research & Development,5.0,2.0,Life Sciences,1.0,1210.0,1.0,Male,95.0,2.0,1.0,Research Scientist,1.0,Divorced,2107.0,Upto 5k,20293.0,6.0,y,No,17.0,,1.0,80.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0
RM554,40.0,36-45,No,Travel_Rarely,804.0,Research & Development,2.0,1.0,Medical,1.0,763.0,4.0,  Female ,86.0,2.0,1.0,Research Scientist,4.0,Single,2342.0,Upto 5k,22929.0,0.0,Y,Yes,20.0,4.0,4.0,80.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0
,39.0,36-45,nan,Travel_Rarely,1498.0,Sales,21.0,4.0,Life Sciences,1.0,1390.0,1.0,Male,44.0,2.0,2.0,Sales Executive,4.0,Married,6120.0,5k-10k,3567.0,3.0,Y,Yes,12.0,,4.0,80.0,2.0,8.0,2.0,4.0,5.0,4.0,,
RM068,45.0,36-45,No,Travel_Rarely,1339.0,research & development,7.0,3.0,life sciences,1.0,86.0,2.0,  Male ,59.0,3.0,3.0,research scientist,1.0,Divorced,9724.0,5k-10k,,2.0,Y,No,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,0.0,0.0,0.0
rm1196,49.0,46-55,No,Travel_Rarely,809.0,Research & Development,1.0,3.0,Life Sciences,1.0,1677.0,,Male,36.0,3.0,,  Manager ,3.0,Single,15379.0,15k+,22384.0,4.0,y,No,14.0,3.0,1.0,80.0,0.0,23.0,2.0,3.0,8.0,7.0,0.0,0.0
RM435,31.0,26-35,,Travel_Rarely,1274.0,research & development,9.0,1.0,life sciences,1.0,581.0,3.0,Male,33.0,3.0,3.0,Manufacturing Director,2.0,divorced,10648.0,  10k-15k ,14394.0,1.0,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0
RM256,25.0,18-25,No,Travel_Rarely,,research & development,1.0,3.0,life sciences,,350.0,1.0,Female,62.0,3.0,2.0,Manufacturing Director,3.0,Married,4898.0,Upto 5k,7505.0,0.0,  y ,  No ,12.0,3.0,4.0,80.0,2.0,5.0,3.0,3.0,4.0,2.0,1.0,
RM1406,31.0,26-35,No,Non-Travel,697.0,Research & Development,10.0,3.0,Medical,1.0,1979.0,3.0,female,40.0,3.0,3.0,Research Director,3.0,  Married ,11031.0,10k-15k,26862.0,4.0,Y,  nan ,20.0,4.0,3.0,80.0,1.0,13.0,2.0,4.0,11.0,7.0,4.0,8.0
RM1277,37.0,36-45,  No ,Travel_Rarely,589.0,Sales,9.0,2.0,Marketing,1.0,1787.0,2.0,male,46.0,,2.0,  sales executive ,2.0,,4189.0,Upto 5k,8800.0,1.0,Y,  No ,14.0,3.0,1.0,80.0,2.0,5.0,2.0,3.0,5.0,2.0,0.0,3.0
RM1060,35.0,26-35,No,Travel_Rarely,660.0,Sales,7.0,1.0,Life Sciences,1.0,1492.0,,Male,76.0,3.0,1.0,,3.0,married,2404.0,Upto 5k,16192.0,1.0,y,No,13.0,3.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
RM504,34.0,26-35,no,  Travel_Rarely ,1397.0,  Research & Development ,1.0,,Life Sciences,,683.0,2.0,Male,42.0,3.0,1.0,Research Scientist,4.0,married,2691.0,  Upto 5k ,7660.0,1.0,,No,12.0,,4.0,,1.0,10.0,4.0,2.0,10.0,9.0,8.0,8.0
RM1087,50.0,46-55,No,,333.0,Research & Development,22.0,5.0,Medical,1.0,1539.0,3.0,Male,88.0,1.0,4.0,Research Director,4.0,  Single ,14411.0,10k-15k,24450.0,1.0,Y,Yes,13.0,3.0,4.0,80.0,0.0,32.0,,3.0,32.0,6.0,13.0,9.0
RM941,39.0,,Yes,  Travel_Rarely ,360.0,Research & Development,23.0,unknown,Medical,1.0,1310.0,3.0,Male,93.0,3.0,1.0,Research Scientist,1.0,Single,3904.0,Upto 5k,22154.0,0.0,Y,No,,3.0,1.0,80.0,0.0,6.0,2.0,3.0,5.0,2.0,0.0,3.0
  RM650 ,53.0,46-55,No,Travel_Rarely,102.0,Research & Development,23.0,4.0,life sciences,1.0,901.0,4.0,nan,72.0,3.0,4.0,Research Director,4.0,Single,14275.0,10k-15k,20206.0,6.0,  Y ,  No ,18.0,3.0,3.0,80.0,0.0,33.0,0.0,3.0,12.0,9.0,3.0,8.0
RM335,45.0,36-45,No,Travel_Rarely,549.0,Research & Development,8.0,4.0,Other,1.0,452.0,4.0,Male,75.0,3.0,2.0,Research Scientist,4.0,married,,Upto 5k,9278.0,9.0,Y,No,14.0,3.0,1.0,80.0,2.0,12.0,3.0,3.0,10.0,9.0,9.0,8.0
RM1210,60.0,,No,Travel_Rarely,370.0,Research & Development,1.0,4.0,Medical,1.0,1697.0,,Male,92.0,1.0,3.0,Healthcare Representative,4.0,Divorced,10883.0,10k-15k,20467.0,3.0,Y,No,20.0,4.0,3.0,80.0,1.0,19.0,2.0,4.0,1.0,0.0,0.0,0.0
RM324,28.0,26-35,Yes,Travel_Rarely,,Research & Development,2.0,4.0,Medical,1.0,440.0,1.0,Male,,1.0,1.0,Research Scientist,4.0,Married,3464.0,upto 5k,24737.0,5.0,  Y ,Yes,13.0,3.0,4.0,80.0,0.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0
RM082,35.0,26-35,  No ,Travel_Rarely,,Research & Development,1.0,3.0,Medical,1.0,105.0,2.0,Male,30.0,2.0,,Research Scientist,3.0,Single,2859.0,  nan ,26278.0,1.0,Y,No,18.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,6.0,4.0,0.0,4.0
RM505,45.0,36-45,Yes,Travel_Frequently,306.0,Sales,,4.0,Life Sciences,1.0,684.0,1.0,Female,100.0,3.0,2.0,Sales Executive,1.0,Married,4286.0,upto 5k,5630.0,2.0,Y,No,14.0,3.0,4.0,80.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0
RM533,47.0,46-55,No,travel_rarely,703.0,Sales,14.0,4.0,Marketing,1.0,728.0,,Male,42.0,3.0,2.0,Sales Executive,1.0,Single,,Upto 5k,11825.0,2.0,Y,,12.0,3.0,4.0,80.0,0.0,20.0,2.0,3.0,,7.0,1.0,7.0
rm129,22.0,18-25,No,Travel_Rarely,594.0,Research & Development,,,Technical Degree,1.0,169.0,3.0,Male,100.0,3.0,,Laboratory Technician,,Married,2523.0,Upto 5k,19299.0,0.0,Y,  No ,14.0,3.0,3.0,80.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
RM818,36.0,36-45,No,Non-Travel,217.0,Research & Development,18.0,4.0,life sciences,1.0,,1.0,male,,3.0,2.0,Manufacturing Director,4.0,Single,7779.0,5k-10k,,2.0,Y,No,20.0,4.0,1.0,80.0,0.0,18.0,,3.0,11.0,9.0,0.0,9.0
